#File generated by ModelExp v0.3.0
#Generated at 2018-07-19 20:05:44.297995

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
5.407654661934876	5.664000000000001	5.407654661934876	0.0
15.407654661934876	5.664000000000001	15.407654661934876	0.0
15.407654661934876	5.664000000000001	15.407654661934876	0.0
5.407654661934876	5.664000000000001	5.407654661934876	0.0
5.407654661934876	1.16120612403591	5.407654661934876	0.0
3.517974095275273	1.16120612403591	3.517974095275273	0.0
3.517974095275273	6.941000000000001	3.517974095275273	0.4677429215972181
0.0	6.941000000000001	0.0	0.4677429215972181
0.0	6.941000000000001	0.0	0.4677429215972181
0.9339531796088121	6.941000000000001	0.9339531796088121	0.4677429215972181
0.9339531796088121	1.16120612403591	0.9339531796088121	0.0
2.8236337462684142	1.16120612403591	2.8236337462684142	0.0
2.8236337462684142	5.664000000000001	2.8236337462684142	0.0
12.823633746268413	5.664000000000001	12.823633746268413	0.0
12.823633746268413	5.664000000000001	12.823633746268413	0.0
2.8236337462684142	5.664000000000001	2.8236337462684142	0.0
2.8236337462684142	1.16120612403591	2.8236337462684142	0.0
0.9339531796088121	1.16120612403591	0.9339531796088121	0.0
0.9339531796088121	6.941000000000001	0.9339531796088121	0.4677429215972181
0.0	6.941000000000001	0.0	0.4677429215972181
0.0	0.078	0.0	0.0
1.8896805666596024	0.078	1.8896805666596024	0.0
1.8896805666596024	5.664000000000001	1.8896805666596024	0.0
11.889680566659603	5.664000000000001	11.889680566659603	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.941000000000001	0.0	0.4677429215972181
3.517974095275273	6.941000000000001	3.517974095275273	0.4677429215972181
3.517974095275273	1.16120612403591	3.517974095275273	0.0
5.407654661934876	1.16120612403591	5.407654661934876	0.0
5.407654661934876	5.664000000000001	5.407654661934876	0.0
15.407654661934876	5.664000000000001	15.407654661934876	0.0
15.407654661934876	5.664000000000001	15.407654661934876	0.0
5.407654661934876	5.664000000000001	5.407654661934876	0.0
5.407654661934876	1.16120612403591	5.407654661934876	0.0
3.517974095275273	1.16120612403591	3.517974095275273	0.0
3.517974095275273	6.941000000000001	3.517974095275273	0.4677429215972181
0.0	6.941000000000001	0.0	0.4677429215972181
0.0	6.941000000000001	0.0	0.4677429215972181
0.9339531796088121	6.941000000000001	0.9339531796088121	0.4677429215972181
0.9339531796088121	1.16120612403591	0.9339531796088121	0.0
2.8236337462684142	1.16120612403591	2.8236337462684142	0.0
2.8236337462684142	5.664000000000001	2.8236337462684142	0.0
12.823633746268413	5.664000000000001	12.823633746268413	0.0
12.823633746268413	5.664000000000001	12.823633746268413	0.0
2.8236337462684142	5.664000000000001	2.8236337462684142	0.0
2.8236337462684142	1.16120612403591	2.8236337462684142	0.0
0.9339531796088121	1.16120612403591	0.9339531796088121	0.0
0.9339531796088121	6.941000000000001	0.9339531796088121	0.4677429215972181
0.0	6.941000000000001	0.0	0.4677429215972181
0.0	0.078	0.0	0.0
1.8896805666596024	0.078	1.8896805666596024	0.0
1.8896805666596024	5.664000000000001	1.8896805666596024	0.0
11.889680566659603	5.664000000000001	11.889680566659603	0.0
